text_original,text_cleaned,sentiment,source
AlFiSteFa yang belum vote mari kita vote sampai 1000 responden antm bris bbri bmri bbca,alfistefa yang belum vote mari kita vote sampai 100 responden antm bris bbri bmri bbca,Neutral,Stockbit (ICCSCI)
perasaan skrg liat saham mana pun kek terbentuk double top roflroflrofl bris agro antm bbkp tins ,perasaan sekarang liat saham mana pun seperti terbentuk double top roflroflrofl bris agro antm bbkp tins,Negative,Stockbit (ICCSCI)
gak ada niat buat tebar fear karena ane punya barang juga   klo NICKEL jebol support lagi di 14500 bisa jadi ANTM balik ke harga 1600an harga pertengahan Desember 2020  Beruntung ARB ihsg hanya 7  bris TINs,tidak ada niat buat tebar fear karena ane punya barang juga kalau nickel jebol support lagi di 14500 bisa jadi antm balik ke harga 1600an harga pertengahan desember 2020 beruntung arb ihsg hanya 7 bris tins,Neutral,Stockbit (ICCSCI)
BRIS Jika besok rebound  waktunya keluar bukan malah nambah muatan No one in the market is safe Salam cuan,bris jika besok rebound waktunya keluar bukan malah nambah muatan no one in the market is safe salam cuan,Negative,Stockbit (ICCSCI)
BRIS ada yang punya laporan keuangan tahunan bni syariah sama mandiri syariah tahun 2020,bris ada yang punya laporan keuangan tahunan bni syariah sama mandiri syariah tahun 2020,Neutral,Stockbit (ICCSCI)
BRIS TP 4500,bris tp 4500,Positive,Stockbit (ICCSCI)
Saham BRIS sedang berkonsolidasi dikisaran area range trading 2650 hingga 3070 Apabila BRIS turun ke bawah 2650 maka saham ini akan mengkonfirmasi terbentuknya pola bearish double top dengan target penurunan di 2270 dan minor target di 2500 Indikator teknikal MACD yang mulai death cross dan berpe,saham bris sedang berkonsolidasi dikisaran area range trading 2650 hingga 3070 apabila bris turun ke bawah 2650 maka saham ini akan mengkonfirmasi terbentuknya pola bearish double top dengan target penurunan di 2270 dan minor target di 2500 indikator teknikal macd yang mulai death cross dan berpe,Positive,Stockbit (ICCSCI)
ANTM TINS BRIS BEKS PTBA,antm tins bris beks ptba,Neutral,Stockbit (ICCSCI)
rev378 biasa ritel CORONIALS panikan kyk harga wajar BRIS 781 trus dari 1400 ARB sampe 1100an,rev378 biasa ritel coronials panikan kyk harga wajar bris 781 terus dari 1400 arb sampe 1100an,Negative,Stockbit (ICCSCI)
BRIS ,bris,Neutral,Stockbit (ICCSCI)
BRIS sesuai perkiraan BRIS akan balik ke bawah 1000 seenoevilseenoevilseenoevil,bris sesuai perkiraan bris akan balik ke bawah 100 seenoevilseenoevilseenoevil,Negative,Stockbit (ICCSCI)
Hi Semua  Balik ke Analisa Teknikal Harian Kamis tanggal 4 Maret 2021  Ijin share tautan video dari Youtube saya mengenai analisa teknikal pada saham   ANTM INCO DKFT NIKL PURE NICKEL1  Pernah dengar Higher high Higher low Apa maksudnya ya Sama buat trend jangka panjang bisa pakai time frame berapa ya Boleh simak video ini  Ijin tag ke beberapa emiten juga karena ilmu teknikalnya bisa dipakai bukan hanya untuk satu emiten tetapi ke semuanya saat melakukan trading   Saya sendiri sebenarnya juga tidak mahir dalam melakukan analisa teknikal fundamental dan bandarmologi Jika ada yang kurang tepat boleh kita saling sharing saling mengajar saling membagi Mohon masukannya  Ini hanya analisa bukan untuk acuan belijual Keputusan belijual tetap di tangan anda masingmasing Disc on  Have a great Thursday Semoga kita semua semakin mahir analisa teknikal  httpswwwyoutubecomwatchv0z7yUltyjAg  BEKS BRIS BANK AGRO IKAN,hi semua balik ke analisa teknikal harian kamis tanggal 4 maret 2021 ijin share tautan video dari youtube saya mengenai analisa teknikal pada saham antm inco dkft nikl pure nickel1 pernah dengar higher high higher low apa maksudnya ya sama buat trend jangka panjang bisa pakai time frame berapa ya boleh simak video ini ijin tag ke beberapa emiten juga karena ilmu teknikalnya bisa dipakai bukan hanya untuk satu emiten tetapi ke semuanya saat melakukan trading saya sendiri sebenarnya juga tidak mahir dalam melakukan analisa teknikal fundamental dan bandarmologi jika ada yang kurang tepat boleh kita saling sharing saling mengajar saling membagi mohon masukannya ini hanya analisa bukan untuk acuan belijual keputusan belijual tetap di tangan anda masingmasing disc on have a great thursday semoga kita semua semakin mahir analisa teknikal httpswwyoutubecomwatchv0z7yultyjag beks bris bank agro ikan,Neutral,Stockbit (ICCSCI)
VICO top buyer 10rb lot avg 117 buyer no 3 sisa 42rb lot avg 109 msh oke utk buy besok Ga ada barang disini  Disklamer On  BRIS IKAN PGAS TLKM,vico top buyer 10rb lot avg 117 buyer no 3 sisa 42rb lot avg 109 masih oke untuk buy besok ga ada barang disini disklamer on bris ikan pgas tlkm,Neutral,Stockbit (ICCSCI)
BRIS BRIS masih bertahan di support kuat area fibbo sekitar harga 2670 dan sudah beberapa kali ketika menyentuh support ini BRIS langsung mantul Secara teknikal berpeluang rebound hingga area 2920 atau bahkan 3120 Secara news juga masih netral dan ada sentimen positif  Bismillah untuk minggu depan semoga barokah innocent Bisa spekulasi buy DYOR Disc On,bris bris masih bertahan di support kuat area fibbo sekitar harga 2670 dan sudah beberapa kali ketika menyentuh support ini bris langsung mantul secara teknikal berpeluang rebound hingga area 2920 atau bahkan 3120 secara news juga masih netral dan ada sentimen positif bismillah untuk minggu depan semoga barokah innocent bisa spekulasi buy dyor disc on,Positive,Stockbit (ICCSCI)
BBKP ICBP ARTO ANTM BRIS  Semakin kesini makin paham kalo harga suatu saham naik atau turun memang karena ada kepentingan bandar saham yang voltalitasnya sedikit menandakan bandar kurang tertarik dengan saham itu   jadi carilah saham yang disitu ada kepentingan pemilik perusahaan dan kepentingan bandar maka saham itu auto airplanedeparture  kenapa saham bluechip banyak berjatuhan karna bandar memilih keluar sejenak dan memainkan sahamsaham yg kecil dan akan kembali lagi saat permainan sudah selesai  sudah saya praktekan di saham BABP ANTM BBKP dalam 2 hari profit 1050  saat ini saya masih belajar pelajari lah berita di balik layar dan analisa pasang target cukup 550 atau 1x ARA saja sudah cukup smile,bbkp icbp arto antm bris semakin kesini makin paham kalau harga suatu saham naik atau turun memang karena ada kepentingan bandar saham yang voltalitasnya sedikit menandakan bandar kurang tertarik dengan saham itu jadi carilah saham yang disitu ada kepentingan pemilik perusahaan dan kepentingan bandar maka saham itu auto airplanedeparture kenapa saham bluechip banyak berjatuhan karena bandar memilih keluar sejenak dan memainkan sahamsaham yang kecil dan akan kembali lagi saat permainan sudah selesai sudah saya praktekan di saham babp antm bbkp dalam 2 hari profit 1050 saat ini saya masih belajar pelajari lah berita di balik layar dan analisa pasang target cukup 550 atau 1x ara saja sudah cukup smile,Positive,Stockbit (ICCSCI)
hmmm diluar isu politik ya di satu sisi mau narik investor asing melalui SWF omnibus law kerjasama baterai listrik dgn LG tesla dsb disatu sisi presidennya terlalu protektif dgn industri lokal Bukannya lebih baik mendorong inovasi dan penguatan brand lokal tapi malah menyudutkan asing Skrg sdh jamannya global supply chain bukan lokal2an lg ANTM AGRO BBKP HMSP BRIS,hmm diluar isu politik ya di satu sisi mau narik investor asing melalui swf omnibus law kerjasama baterai listrik dengan lg tesla dsb disatu sisi presidennya terlalu protektif dengan industri lokal bukannya lebih baik mendorong inovasi dan penguatan brand lokal tapi malah menyudutkan asing sekarang sudah jamannya global supply chain bukan lokal2an lg antm agro bbkp hmsp bris,Neutral,Stockbit (ICCSCI)
IHSG Besok jumat meningat bursa saham Asia jg merah hr ini BACA BRIS EAST IMAS,ihsg besok jumat meningat bursa saham asia jg merah hr ini baca bris east imas,Negative,Stockbit (ICCSCI)
right issue menarik nih tinggal tunggu RI di harga berapa klo di bawah harga pasar reguler alamat sorr longsorr seenoevil BRIS,right issue menarik ini tinggal tunggu ri di harga berapa kalau di bawah harga pasar reguler alamat sorr longsorr seenoevil bris,Neutral,Stockbit (ICCSCI)
MCOR ingat Ciri ciri saham yg ada bandar adalah walau pun ihsg merah tapi dia tetap bisa hijau bbkp antm agro bris roflroflrofl,mcor ingat ciri ciri saham yang ada bandar adalah walau pun ihsg merah tapi dia tetap bisa hijau bbkp antm agro bris roflroflrofl,Neutral,Stockbit (ICCSCI)
allviio nah robbykurniawan1402 ini   typenya trader bahkan jg sesekali nyopetcmn dia salah dia tradernya di bluchip om badut hansipbluechip itu buat invest bukan buat tradingmakanya loe kecewa knp trading loe ga segede kl trading di saham gorenganjd dia julid dah ama saham2 gorenganpadahal ga semua saham gorengan menyesatkanada beberapa gorengan jg yg cocok jd invest ko bris antam inpc bbhiintinya mending yoo sama2 cari cuan di ihsg ga ush julid ama saham org lainkalo mau baek yaa didunia nyata aja tuh banyak yg korupsi laporin dpt reward lohkl disini semua legal koente mau jd pahlawan disini unfaedah bgtudh ada yg urusjoyjoy masih suka nyopet ko julid,allviio nah robbykurniawan1402 ini typenya trader bahkan jg sesekali nyopetcmn dia salah dia tradernya di bluchip om badut hansipbluechip itu buat invest bukan buat tradingmakanya loe kecewa knp trading loe ga segede kl trading di saham gorenganjd dia julid dah ama saham2 gorenganpadahal ga semua saham gorengan menyesatkanada beberapa gorengan jg yang cocok jd invest ko bris antam inpc bbhiintinya mending yoo sama2 cari cuan di ihsg ga ush julid ama saham orang lainkalo mau baek yaa didunia nyata saja tuh banyak yang korupsi laporin dpt reward lohkl disini semua legal koente mau jd pahlawan disini unfaedah bgtudh ada yang urusjoyjoy masih suka nyopet ko julid,Neutral,Stockbit (ICCSCI)
BNGA inceran saya besok  minggu depan  Chart cakep banget perusahaan sehat harga masih dibawah book value nya liquiditas lumayan tinggi  Ada rumor digitalisasi nya dg teknilogi terdepan  Dua minggu terakhir di akumulasi dengan volume yg besar cek char dibawah mau breakout juga  BBCA BANK BRIS BABP,bnga inceran saya besok minggu depan chart cakep banget perusahaan sehat harga masih dibawah book value nya liquiditas lumayan tinggi ada rumor digitalisasi nya dg teknilogi terdepan dua minggu terakhir di akumulasi dengan volume yang besar cek char dibawah mau breakout juga bbca bank bris babp,Positive,Stockbit (ICCSCI)
Jakarta CNBC Indonesia  Direktur Utama PT Bank Syariah Indonesia Tbk BRIS Hery Gunardi menyatakan saat ini masih menunggu arahan dari pemegang saham pengendali maupun Kementerian BUMN terkait rencana memenuhi ketentuan saham beredar free float BSI minimal 75Pasalnya berdasarkan prospektus,jakarta cnbc indonesia direktur utama pt bank syariah indonesia tbk bris hery gunardi menyatakan saat ini masih menunggu arahan dari pemegang saham pengendali maupun kementerian bumn terkait rencana memenuhi ketentuan saham beredar free float bsi minimal 75pasalnya berdasarkan prospektus,Positive,Stockbit (ICCSCI)
BIPP fundamentalnya jauh lebih baik sepertinya di banding tahuntahun sebelumnya LQ 4 belum ya grin  ANTM BRIS BBTN BBCA,bipp fundamentalnya jauh lebih baik sepertinya di banding tahuntahun sebelumnya lq 4 belum ya grin antm bris bbtn bbca,Positive,Stockbit (ICCSCI)
"BRIS Double Top tapi kok asing malah akumulasi_x000D_ _x000D_ F Buy	169 b	_x000D_ F Sell	67 b_x000D_ Nett Buy 102 b_x000D_ _x000D_ Ini yang pinter yang beli atau yang jual",bris double top tapi kok asing malah akumulasi_x00d_ _x00d_ f buy 169 b _x00d_ f sell 67 b_x00d_ nett buy 102 b_x00d_ _x00d_ ini yang pinter yang beli atau yang jual,Negative,Stockbit (ICCSCI)
Ada yg mendapat jatah dari pendatang baru UNIQ ANTM BACA BRIS BANK,ada yang mendapat jatah dari pendatang baru uniq antm baca bris bank,Positive,Stockbit (ICCSCI)
BRIS,bris,Neutral,Stockbit (ICCSCI)
BKSW  besok suspennya dibuka diap2 terbang tinggithumbsupthumbsupthumbsup  BKSW INPC IKAN  ANTM BRIS,bksw besok suspennya dibuka diap2 terbang tinggithumbsupthumbsupthumbsup bksw inpc ikan antm bris,Neutral,Stockbit (ICCSCI)
apa yg anda rasakan ketika PORTO anda MERAH MEMBARA guys  cumatags antm inco bris bbca TLKM,apa yang anda rasakan ketika porto anda merah membara guys cumatags antm inco bris bbca tlkm,Negative,Stockbit (ICCSCI)
Ipotnews  Indeks Harga Saham Gabungan  IHSG  berkutat di zona pelemahan sampai akhir perdagangan hari Kamis 43  IHSG  melemah 135 persen 86 poin ke posisi 6290 setelah minus sepanjang sesiIndeks LQ45 204 ke 948Indeks IDX30 203 ke 506Indeks IDX80 183 ke 136Jakarta Islamic In,ipotnews indeks harga saham gabungan ihsg berkutat di zona pelemahan sampai akhir perdagangan hari kamis 43 ihsg melemah 135 persen 86 poin ke posisi 6290 setelah minus sepanjang sesiindeks lq45 204 ke 948indeks idx30 203 ke 506indeks idx80 183 ke 136jakarta islamic in,Neutral,Stockbit (ICCSCI)
Ipotnews  Otoritas Jasa Keuangan OJK mendesak lembaga perbankan yang tidak mampu berkompetisi dalam menghadapi sejumlah dinamika dan tantangan global untuk segera melakukan konsolidasi sehingga industri perbankan nasional bisa semakin kuat dengan struktur permodalan yang lebih besarBagi bankb,ipotnews otoritas jasa keuangan ojk mendesak lembaga perbankan yang tidak mampu berkompetisi dalam menghadapi sejumlah dinamika dan tantangan global untuk segera melakukan konsolidasi sehingga industri perbankan nasional bisa semakin kuat dengan struktur permodalan yang lebih besarbagi bankb,Neutral,Stockbit (ICCSCI)
BRIS akan ke 2000    DYOR IHSG BBRI ANTM,bris akan ke 200 dyor ihsg bbri antm,Negative,Stockbit (ICCSCI)
Ramai ramai buang saham mcor biar harga ke 50 biar si jon main sendiri ajaroflroflrofl bbkp bris antm tins ,ramai ramai buang saham mcor biar harga ke 50 biar si jon main sendiri ajaroflroflrofl bbkp bris antm tins,Neutral,Stockbit (ICCSCI)
cuma mengingatkan kalau  merah  beli hijau jual  terima kasih ANTM TINS INCO BRIS,cuma mengingatkan kalau merah beli hijau jual terima kasih antm tins inco bris,Positive,Stockbit (ICCSCI)
Tetap ingat be fearful while others are greedy be greedy while orhers are fearful  IHSG ANTM TINS BRIS BBRI,tetap ingat be fearful while others are greedy be greedy while orhers are fearful ihsg antm tins bris bbri,Positive,Stockbit (ICCSCI)
warren buffet ga bakal beli saham  kemahalan mcm BRIS ANTM WMUU DGNS yg hype digerakin rumor dan kinerja tidak konsisten justru warren buffet plg anti saham model gituan jgn stengah2 lah ambil filosofi org nanti malah tersesat makin jauh,warren buffet ga bakal beli saham kemahalan mcm bris antm wmuu dgns yang hype digerakin rumor dan kinerja tidak konsisten justru warren buffet plg anti saham model gituan jangan stengah2 lah ambil filosofi orang nanti malah tersesat makin jauh,Negative,Stockbit (ICCSCI)
BRIS mantul kahlet see,bris mantul kahlet see,Positive,Stockbit (ICCSCI)
Perasaan kog kek ada tanda tanda  margin call lagiroflroflrofl antm bris agro tins bbkp,perasaan kog seperti ada tanda tanda margin call lagiroflroflrofl antm bris agro tins bbkp,Negative,Stockbit (ICCSCI)
pinginnya sih value investing tiap tahun dapat dividen tapi apa daya beli nya cuma selot selot wkwkwkwk  IHSG ANTM BRIS BBCA BBRI,pinginnya sih value investing tiap tahun dapat dividen tapi apa daya beli nya cuma selot selot ihsg antm bris bbca bbri,Positive,Stockbit (ICCSCI)
BRIS ANTM WMUU DGNS IHSG Dalam berinvestasi tidak ada yang benar 100 dan salah 100 yang ada hanyalah relatif 100 Jadi apa yang orang lain katakan atau yang kita katakan semuanya masih bersifat relatif bisa benar dan juga bisa salah Bahkan investor sekelas Warrent Buffet saja pernah salah Apalagi kita yang kelas ikan cere _x000D_ _x000D_ Lakukan tugas analisa anda masingmasing sebelum buy dan sell_x000D_ _x000D_ DYOR_x000D_ _x000D_ Disc On,bris antm wmuu dgns ihsg dalam berinvestasi tidak ada yang benar 100 dan salah 100 yang ada hanyalah relatif 100 jadi apa yang orang lain katakan atau yang kita katakan semuanya masih bersifat relatif bisa benar dan juga bisa salah bahkan investor sekelas warrent buffet saja pernah salah apalagi kita yang kelas ikan cere _x00d_ _x00d_ lakukan tugas analisa anda masingmasing sebelum buy dan sell_x00d_ _x00d_ dyor_x00d_ _x00d_ disc on,Neutral,Stockbit (ICCSCI)
Asal mindsetnya investor harga saham pasti stabil  Contoh kayak BJTM walapun koreksi dia koreksi dikit paling  Cuma sial aja waktu itu dia digoreng gara2 twit kaesang  Sama satu lagi yang paling penting jangan putus asa aja pemegang sahamnya Karena kalau panic sell ya itu kebanting aja terus  Cuma kita kan gak bisa mengendalikan tindakan seseorang Jadi selain melihat LK dan bandarmology mungkin sebaiknya kita juga cari saham yang bisa kompak para pemegang sahamnya  Ya kayak BJTM dan HMSP Kalau aku lihatlihat yang punya dua emiten ini cukup teguh pendirian Bisa dicontoh  BBKP ANTM BRIS,asal mindsetnya investor harga saham pasti stabil contoh kayak bjtm walapun koreksi dia koreksi dikit paling cuma sial saja waktu itu dia digoreng gara2 twit kaesang sama satu lagi yang paling penting jangan putus asa saja pemegang sahamnya karena kalau panic sell ya itu kebanting saja terus cuma kita kan tidak bisa mengendalikan tindakan seseorang jadi selain melihat lk dan bandarmology mungkin sebaiknya kita juga cari saham yang bisa kompak para pemegang sahamnya ya kayak bjtm dan hmsp kalau aku lihatlihat yang punya dua emiten ini cukup teguh pendirian bisa dicontoh bbkp antm bris,Neutral,Stockbit (ICCSCI)
Sell BRIS  2640 Cut Loss 884,sell bris 2640 cut loss 884,Positive,Stockbit (ICCSCI)
ANTM cuman mau kasih tau jumat harga ARB di 2350 Silahkan dipasang diharga ini hehe IHSG BRIS BANK ,antm cuman mau kasih tau jumat harga arb di 2350 silahkan dipasang diharga ini ihsg bris bank,Neutral,Stockbit (ICCSCI)
BRIS tembus 2600 amsyong,bris tembus 2600 amsyong,Positive,Stockbit (ICCSCI)
AlFiSteFa yang belum vote mari kita vote sampai 1000 responden antm bris bbri bmri bbca,alfistefa yang belum vote mari kita vote sampai 100 responden antm bris bbri bmri bbca,Neutral,Stockbit (ICCSCI)
SEBETULNYA KALAU SAYA LIHAT  ASAL KITA DISIPLIN SABAR DAN GAK SERAKAH PASTI TOTAL2 PROFIT KOK SELALU SIAPKAN AMUNISI DAN AREA SL TP  TAPI SEKALINYA MULAI SERAKAH DAN TAMAK BIASANYA MULAI KACAU DAN HASILNYA LOSS BENER GA  IHSG ANTM BRIS BANK BNBA,sebetulnya kalau saya lihat asal kita disiplin sabar dan tidak serakah pasti total2 profit kok selalu siapkan amunisi dan area sl tp tapi sekalinya mulai serakah dan tamak biasanya mulai kacau dan hasilnya loss bener ga ihsg antm bris bank bnba,Neutral,Stockbit (ICCSCI)
Jangan pernah meremehkan perusahaan bank kecil mana tau bank kecil tersebut ada yang akan menjadi raja Bank Digital Indonesia mengalahkan bank Bluechip  contoh seperti Nokia yang terlalu terlena dan nyaman dengan kejayaannya mereka meremehkan perusahaan kecil dan OS Android dulu memang fundamental Samsung sebagus apa sebelum menjadi raja ponsel apalagi di bandingkan dengan fundamental Nokia pada saat itu tapi nyatanya Nokia yang mati hancur lebur karena terlalu nyaman dengan konvensional miskin inovasi tidak membuka mata kalo dunia sudah modern dan digital feature phone konvensionalanalog ditinggalkan karena teknologi berkembang pesat melahirkan smartphone digital  Jangan heran jika saham Bank Kecil naik itu karena bentuk retail optimis dan ingin investasi dalam hal bank digital karena sekarang transaksi keuangan hanya dapat di lakukan di Smartphone  Pemerintah pun optimis dengan digitalisasi di semua ranah sampai sampai meluncurkan Rupiah Digital  Prihal keamanan dulu OS Android diragukan karena rentan dan tidak stabil tapi sekarang nyatanya OS Android terus berkembang dan dominasinya makin banyak menjadi kompetitor iOS Saya rasa transaksi digital juga akan jauh lebih aman bahkan lebih transparansi menghindari dari copetan oknum dan jebol menjebol mesin ATM  Dan satu lagi kisah dari banyak kisah Dulu memang ada orang yang kenal ZOOM sekarang orang menggunakan ZOOM yang terus berkembang besar menjadi kompetitor Skype Google Meet dan Webex yg dari dulu sudah exist  Teknologi berkembang pesat apalagi karena pandemi ini mempercepat perkembangan teknologi dan digital  IHSG ANTM BACA BNBA BRIS,jangan pernah meremehkan perusahaan bank kecil mana tau bank kecil tersebut ada yang akan menjadi raja bank digital indonesia mengalahkan bank bluechip contoh seperti nokia yang terlalu terlena dan nyaman dengan kejayaannya mereka meremehkan perusahaan kecil dan os android dulu memang fundamental samsung sebagus apa sebelum menjadi raja ponsel apalagi di bandingkan dengan fundamental nokia pada saat itu tapi nyatanya nokia yang mati hancur lebur karena terlalu nyaman dengan konvensional miskin inovasi tidak membuka mata kalau dunia sudah modern dan digital feature phone konvensionalanalog ditinggalkan karena teknologi berkembang pesat melahirkan smartphone digital jangan heran jika saham bank kecil naik itu karena bentuk retail optimis dan ingin investasi dalam hal bank digital karena sekarang transaksi keuangan hanya dapat di lakukan di smartphone pemerintah pun optimis dengan digitalisasi di semua ranah sampai sampai meluncurkan rupiah digital prihal keamanan dulu os android diragukan karena rentan dan tidak stabil tapi sekarang nyatanya os android terus berkembang dan dominasinya makin banyak menjadi kompetitor ios saya rasa transaksi digital juga akan jauh lebih aman bahkan lebih transparansi menghindari dari copetan oknum dan jebol menjebol mesin atm dan satu lagi kisah dari banyak kisah dulu memang ada orang yang kenal zoom sekarang orang menggunakan zoom yang terus berkembang besar menjadi kompetitor skype google meet dan webex yang dari dulu sudah exist teknologi berkembang pesat apalagi karena pandemi ini mempercepat perkembangan teknologi dan digital ihsg antm baca bnba bris,Positive,Stockbit (ICCSCI)
IHSG BRIS ANTM  joy eh kanapa eh kanapa setelah cutloss saya cek lagi price actionnya Besok keliatannya rebound   ,ihsg bris antm joy eh kanapa eh kanapa setelah cutloss saya cek lagi price actionnya besok keliatannya rebound,Positive,Stockbit (ICCSCI)
Cuma predic BRIS Yang punya barang jangan marah Ampun bang jago pray,cuma predic bris yang punya barang jangan marah ampun bang jago pray,Positive,Stockbit (ICCSCI)
postingan sebelumnya BRIS httpsstockbitcompost5859625 hati2 ya temen2 BRIS AGRO ,postingan sebelumnya bris httpsstockbitcompost5859625 hati2 ya temen2 bris agro,Negative,Stockbit (ICCSCI)
penutupan IHSG banyak saham yg parkir di BBbollinger bawah menarik tapi ngeri roflroflrofl  ada kemungkinan mantul tapi you know lah hari jumat seperti apa firefirefire  cumatags antm bris tins inco bbca,penutupan ihsg banyak saham yang parkir di bbbollinger bawah menarik tapi ngeri roflroflrofl ada kemungkinan mantul tapi you know lah hari jumat seperti apa firefirefire cumatags antm bris tins inco bbca,Negative,Stockbit (ICCSCI)
Disuruh beli yang pasti malah gamau ace hardware lagi cuci gudang minggu ini pada ga buy ACES  Terdepak dari msci btw si aces cmiiiw  Hadeh hadeh IHSG BBCA ANTM BRIS,disuruh beli yang pasti malah gamau ace hardware lagi cuci gudang minggu ini pada ga buy aces terdepak dari msci omong-omong si aces cmiiw hadeh hadeh ihsg bbca antm bris,Neutral,Stockbit (ICCSCI)
sebuah bacaan untuk trading berdasarkan MA moving average   tulisan dibuat oleh id  kokolato twitter   httpsthreadreaderappcomthread1339541197052727298html  bris antm inco hmsp bbca,sebuah bacaan untuk trading berdasarkan ma moving average tulisan dibuat oleh id kokolato twitter httpsthreadreaderappcomthread1339541197052727298html bris antm inco hmsp bbca,Neutral,Stockbit (ICCSCI)
BRIS jebol karena retail kabur kelamaan nunggu,bris jebol karena retail kabur kelamaan nunggu,Negative,Stockbit (ICCSCI)
BRIS jebol karena retail kabur kelamaan nunggumanfacepalming saat ini kedepan jeblok dalem sleepy,bris jebol karena retail kabur kelamaan nunggumanfacepalming saat ini kedepan jeblok dalem sleepy,Negative,Stockbit (ICCSCI)
BRIS Mau double top atau double bottom kek in fundamental we trust Turun artinya diskon buat saya klo anda mungkin waktunya CL,bris mau double top atau double bottom seperti in fundamental we trust turun artinya diskon buat saya kalau anda mungkin waktunya cl,Negative,Stockbit (ICCSCI)
BRIS,bris,Neutral,Stockbit (ICCSCI)
Jakarta CNBC Indonesia Direktur Utama PT Bank Syariah Indonesia Tbk BRIS Tbk Hery Gunardi menyampaikan tahap legal merger yang telah dilaksanakan oleh BSI sejak Maret 2020 terkait due diligence kepemilikan hingga menyatukan sistem yang sudah diselesaikan pada 1 Februari 2021Saat ini BSI tenga,jakarta cnbc indonesia direktur utama pt bank syariah indonesia tbk bris tbk hery gunardi menyampaikan tahap legal merger yang telah dilaksanakan oleh bsi sejak maret 2020 terkait due diligence kepemilikan hingga menyatukan sistem yang sudah diselesaikan pada 1 februari 2021saat ini bsi tenga,Positive,Stockbit (ICCSCI)
IHSG BRIS ANTM HMSP ADRO dalam trading menurut saya winrate itu penting usahakan masuk dengan persentase modal yang sama dalam tiap emiten winrate 55 saja artinya portfolio sudah berkembang   gak harus semuanya hijau  cl tetap tidak boleh dihindari ,ihsg bris antm hmsp adro dalam trading menurut saya winrate itu penting usahakan masuk dengan persentase modal yang sama dalam tiap emiten winrate 55 saja artinya portfolio sudah berkembang tidak harus semuanya hijau cl tetap tidak boleh dihindari,Positive,Stockbit (ICCSCI)
BSIM Belum kena UMA apa lgi suspend  MG Haka dipucuk hahaha tau sendiri kan besok arahnya kemana nerd  BRIS AGRO BACA ANTM,bsim belum kena uma apa lagi suspend mg haka dipucuk tau sendiri kan besok arahnya kemana nerd bris agro baca antm,Negative,Stockbit (ICCSCI)
Saham707 Semangat jgn patah harapan tetap PomPom ANTM INCO hati hati nanti banyak hater banyak yg invest ratusan juta dr hasil ikut ikutan analisa anda apakah sudah siap menerima kosekuensinya jika anda salah BRIS,saham707 semangat jangan patah harapan tetap pompom antm inco hati hati nanti banyak hater banyak yang invest ratusan juta dr hasil ikut ikutan analisa anda apakah sudah siap menerima kosekuensinya jika anda salah bris,Neutral,Stockbit (ICCSCI)
BRIS asing banyak borong nih barang tapi kok ga naik2 rollingeyes,bris asing banyak borong ini barang tapi kok ga naik2 rollingeyes,Positive,Stockbit (ICCSCI)
ADRO ngumpul sini yuk yuk bantu bantu   IHSG BABP BRIS ANTM,adro ngumpul sini yuk yuk bantu bantu ihsg babp bris antm,Positive,Stockbit (ICCSCI)
BRIS Mulai merangkak naik sob hihihi Besok hijau dong ya udah 4 hari merah nih,bris mulai merangkak naik sob hihihi besok hijau dong ya sudah 4 hari merah ini,Positive,Stockbit (ICCSCI)
hanumrave yg mana bank atau bris  kalo bank sy benar2 angkat tangan bro grin,hanumrave yang mana bank atau bris kalau bank sy benar2 angkat tangan bro grin,Positive,Stockbit (ICCSCI)
eekqueee eh eh eh eh liat BRIS DLU BOS HAHA,eekquee eh eh eh eh liat bris dlu bos,Positive,Stockbit (ICCSCI)
BRIS,bris,Neutral,Stockbit (ICCSCI)
Jangan percaya rambotan  ni bocah palingan beli 1lot doang  Si penebar fear rata2 kismin  Modal congor doang wkwk  HMSP BANK ANTM BRIS,jangan percaya rambotan ni bocah palingan beli 1lot doang si penebar fear rata2 kismin modal congor doang hmsp bank antm bris,Negative,Stockbit (ICCSCI)
Bang gw ada nemu emitten Sering disebutsebut tapi kok gw gak nemu emittennya  Masa sih   Iya Bang Emitennya DYOR  Do Your Own Research Bangsad rofl  IHSG ANTM BRIS INCO dan DYOR hahaha ,bang saya ada nemu emitten sering disebutsebut tapi kok saya tidak nemu emittennya masa sih iya bang emitennya dyor do your own research bangsad rofl ihsg antm bris inco dan dyor,Neutral,Stockbit (ICCSCI)
"BRIS _x000D_ F Buy	143 b	_x000D_ F Sell	50 b_x000D_ _x000D_ Asing makin menggila",bris _x00d_ f buy 143 b _x00d_ f sell 50 b_x00d_ _x00d_ asing makin menggila,Positive,Stockbit (ICCSCI)
Dianprat1818 Kyaaa hearteyes BRIS,dianprat1818 kyaa hearteyes bris,Negative,Stockbit (ICCSCI)
BRIS ,bris,Positive,Stockbit (ICCSCI)
Apakah market merah hari ini karena bandar ngambek bank2 kecil di suspenin semua  sweatsmile  ANTM BANK BRIS BBCA IHSG,apakah market merah hari ini karena bandar ngambek bank2 kecil di suspenin semua sweatsmile antm bank bris bbca ihsg,Neutral,Stockbit (ICCSCI)
BRIS ayok jgan malu malu kasih dong ARB BERJILID JILID,bris ayok jgan malu malu kasih dong arb berjilid jilid,Negative,Stockbit (ICCSCI)
